,precision,recall,f1-score,support
0,0.6691961109793693,0.9528954921492487,0.7862366789719301,5923.0
1,0.685986793837124,0.970780183921685,0.8039059141435854,6742.0
2,0.9186239620403321,0.6498825109097013,0.7612307087388185,5958.0
3,0.6397991211550533,0.831185777197847,0.7230419977298524,6131.0
4,0.801931602279924,0.8669976035604245,0.8331962493831222,5842.0
5,1.0,0.0011068068622025456,0.002211166390270868,5421.0
6,0.8102090275674039,0.9038526529232849,0.8544728434504792,5918.0
7,0.7157881398884947,0.9016759776536313,0.7980504344140708,6265.0
8,0.7544777621251761,0.6407451717655102,0.6929759704251386,5851.0
9,0.8364532019704434,0.5708522440746344,0.6785892696573084,5949.0
accuracy,0.7395166666666667,0.7395166666666667,0.7395166666666667,0.7395166666666667
macro avg,0.7832465721843321,0.7289974421018169,0.6933911233304576,60000.0
weighted avg,0.7793327522299972,0.7395166666666667,0.701213367044086,60000.0
