,precision,recall,f1-score,support
0,0.6993910774201566,0.9501941583656931,0.8057265569076593,5923.0
1,0.714832222100776,0.9700385642242658,0.8231074192939399,6742.0
2,0.8895925691365844,0.707284323598523,0.7880317905563348,5958.0
3,0.6315982404692082,0.8430924808351004,0.722179531959483,6131.0
4,0.820265182517597,0.8577541937692571,0.8385909128943184,5842.0
5,1.0,0.01992252351964582,0.03906673901247965,5421.0
6,0.8139499849352214,0.9129773572152754,0.8606244026760115,5918.0
7,0.7516671112296612,0.8996009577015164,0.8190074838334666,6265.0
8,0.7731873579838876,0.6397197060331568,0.700149644594089,5851.0
9,0.8146726380891448,0.6421247268448479,0.7181801090430532,5949.0
accuracy,0.7545333333333333,0.7545333333333333,0.7545333333333333,0.7545333333333333
macro avg,0.7909156383882239,0.7442708992107281,0.7114664590770835,60000.0
weighted avg,0.7873993324453303,0.7545333333333333,0.7191433296967957,60000.0
