,precision,recall,f1-score,support
0,0.6387759710930443,0.9550903258483876,0.7655457067460586,5923.0
1,0.6689817179041977,0.9715218036191041,0.7923546845702535,6742.0
2,0.9303650012943309,0.6032225579053374,0.7319010284085123,5958.0
3,0.661581321305386,0.8134072745066058,0.7296802984856244,6131.0
4,0.7926677067082684,0.8697363916466964,0.8294156056154097,5842.0
5,1.0,0.00018446781036709093,0.00036886757654002215,5421.0
6,0.8068095455236358,0.8969246367015884,0.8494838761302713,5918.0
7,0.7019842755522276,0.8978451715881883,0.7879254797590699,6265.0
8,0.7337699865151224,0.6509998290890446,0.6899112479623256,5851.0
9,0.8469930814262906,0.535047907211296,0.655815390954981,5949.0
accuracy,0.7299166666666667,0.7299166666666667,0.7299166666666667,0.7299166666666667
macro avg,0.7781928607322504,0.7193980365926615,0.6832402186209047,60000.0
weighted avg,0.7741576621561236,0.7299166666666667,0.6909979920514792,60000.0
