,precision,recall,f1-score,support
0,0.7072038152610441,0.9513759918959986,0.8113166798646606,5923.0
1,0.724952845889271,0.9691486205873628,0.8294509679466836,6742.0
2,0.8808841588211216,0.7223900637797919,0.7938030247141277,5958.0
3,0.6337166625886959,0.8448866416571522,0.7242222998951415,6131.0
4,0.8289473684210527,0.8519342690859295,0.8402836400472733,5842.0
5,1.0,0.03892270798745619,0.07492897727272728,5421.0
6,0.815630657815329,0.9134842852314972,0.8617886178861789,5918.0
7,0.7648336727766463,0.8991221069433359,0.8265590608950844,6265.0
8,0.7801742015761095,0.6429670141856093,0.7049564321184297,5851.0
9,0.8066544938121323,0.6683476214489831,0.731016731016731,5949.0
accuracy,0.7603,0.7603,0.7603,0.7603
macro avg,0.7942997876961402,0.7502579322803117,0.7198326431657038,60000.0
weighted avg,0.7909317919614492,0.7603,0.7272395941315336,60000.0
