,precision,recall,f1-score,support
0,0.7835123448179663,0.9483369913894986,0.858081271005194,5923.0
1,0.7734551061558534,0.9672204093740729,0.8595531536281553,6742.0
2,0.8613492359299292,0.7757636790869419,0.8163193217944189,5958.0
3,0.6518243661100804,0.859566139292122,0.7414181204276871,6131.0
4,0.859961585472324,0.843033207805546,0.8514132595729969,5842.0
5,0.9872881355932204,0.21490499907766095,0.3529768216936828,5421.0
6,0.8139775413711584,0.930888813788442,0.8685164748541699,5918.0
7,0.7982765927390875,0.9019952114924182,0.8469724220623501,6265.0
8,0.8072289156626506,0.6641599726542471,0.7287388654477263,5851.0
9,0.8091432819178591,0.7318877122205413,0.7685789938217122,5949.0
accuracy,0.792,0.792,0.792,0.792
macro avg,0.8146017105770129,0.7837757136181491,0.7692568704308094,60000.0
weighted avg,0.8119104693124597,0.792,0.7742753602788768,60000.0
