,precision,recall,f1-score,support
0,0.7768549280177187,0.9474928245821375,0.853730889176238,5923.0
1,0.7699209066225947,0.9673687333135568,0.8574245710905147,6742.0
2,0.8635165662650602,0.769889224572004,0.814019520851819,5958.0
3,0.6468058968058968,0.8587506116457347,0.7378599957956695,6131.0
4,0.8648361381753764,0.8356727148236905,0.8500043527465831,5842.0
5,0.989433237271854,0.19000184467810366,0.3187867533271433,5421.0
6,0.8124630832841111,0.9297059817505914,0.8671394799054374,5918.0
7,0.7963380281690141,0.9024740622505986,0.8460905349794239,6265.0
8,0.8018518518518518,0.6660399931635618,0.7276631500326767,5851.0
9,0.8020239190432382,0.7327281896116995,0.7658116654954322,5949.0
accuracy,0.7885,0.7885,0.7885,0.7885
macro avg,0.8124044555506715,0.7800124180391678,0.7638530913400937,60000.0
weighted avg,0.8096449532936931,0.7885,0.769181336757891,60000.0
