,precision,recall,f1-score,support
0,0.7589189189189189,0.9481681580280263,0.8430533663589281,5923.0
1,0.7544529262086515,0.9675170572530406,0.8478034832336886,6742.0
2,0.8671423062090243,0.7547834843907352,0.8070710696338838,5958.0
3,0.6313706679457969,0.8587506116457347,0.7277125086385625,6131.0
4,0.885119940029985,0.8084560082163642,0.8450527822508499,5842.0
5,0.9897810218978103,0.12506917542888765,0.2220766459220439,5421.0
6,0.8042777615001465,0.9276782696857047,0.8615819209039548,5918.0
7,0.7776404340063178,0.9037509976057462,0.8359663369260298,6265.0
8,0.7871726129098783,0.6523671167321825,0.7134579439252337,5851.0
9,0.7841159207630227,0.7186081694402421,0.7499342162968161,5949.0
accuracy,0.7757666666666667,0.7757666666666667,0.7757666666666667,0.7757666666666667
macro avg,0.8039992510389553,0.7665149048426664,0.7453710274089991,60000.0
weighted avg,0.8009587517091684,0.7757666666666667,0.7515346473184586,60000.0
