,precision,recall,f1-score,support
0,0.5419954904171365,0.9739996623332771,0.6964447395424639,5923.0
1,0.567296900630234,0.9746366063482647,0.717162346521146,6742.0
2,0.9642857142857143,0.3851963746223565,0.5504917246342048,5958.0
3,0.5926227600651618,0.8306964606100147,0.691748726655348,6131.0
4,0.7176386913229018,0.8635741184525847,0.7838719701678061,5842.0
5,0.0,0.0,0.0,5421.0
6,0.9217687074829932,0.7326799594457587,0.8164187535304086,5918.0
7,0.6006847849347314,0.8960893854748604,0.7192364358465185,6265.0
8,0.7492267428027599,0.5381985985301658,0.6264173463298189,5851.0
9,0.9076517150395779,0.23129937804673054,0.36865371734762226,5949.0
accuracy,0.6541333333333333,0.6541333333333333,0.6541333333333333,0.6541333333333333
macro avg,0.656317150698121,0.6426370543864013,0.5970445760575338,60000.0
weighted avg,0.6601274628263628,0.6541333333333333,0.6042723872103101,60000.0
