,precision,recall,f1-score,support
0,0.509231580798312,0.9778828296471382,0.6697115106665896,5923.0
1,0.557027600849257,0.9728567190744586,0.7084300912674839,6742.0
2,0.9645061728395061,0.3147029204431017,0.4745634016704632,5958.0
3,0.6129629629629629,0.809818952862502,0.697772468554564,6131.0
4,0.6571208424296905,0.8758986648408079,0.7508988186954288,5842.0
5,0.0,0.0,0.0,5421.0
6,0.9554468194694824,0.6269009800608314,0.757065605550454,5918.0
7,0.5966986155484558,0.8943335993615323,0.715809645480677,6265.0
8,0.708114908785909,0.5771662963595966,0.635969868173258,5851.0
9,0.9243353783231084,0.15195831232139856,0.2610076512198643,5949.0
accuracy,0.6317,0.6317,0.6317,0.6317
macro avg,0.6485444882006683,0.6201519274971367,0.5671229061278783,60000.0
weighted avg,0.652497750069234,0.6317,0.5745639250342611,60000.0
