,precision,recall,f1-score,support
0,0.5568017016339554,0.9723113287185547,0.7081027910979958,5923.0
1,0.5744996941361531,0.9750815781667161,0.7230134726422875,6742.0
2,0.9642716921868866,0.41221886539107083,0.5775426219870664,5958.0
3,0.5836371923427529,0.8354265209590606,0.6871939357348896,6131.0
4,0.7481270602337429,0.8546730571722013,0.7978587408117609,5842.0
5,0.0,0.0,0.0,5421.0
6,0.9079766927868194,0.7636025684352822,0.8295548416704911,5918.0
7,0.6011121805154529,0.8972067039106145,0.7199026639344263,6265.0
8,0.758056640625,0.5306785164929072,0.6243088368352268,5851.0
9,0.8979364194088121,0.2706337199529333,0.4159132007233273,5949.0
accuracy,0.66265,0.66265,0.66265,0.66265
macro avg,0.6592419273869574,0.6511832859199341,0.6083391105437472,60000.0
weighted avg,0.6630294852172315,0.66265,0.615508662797012,60000.0
