,precision,recall,f1-score,support
0,0.5459857723577236,0.36282289380381566,0.43594685059336646,5923.0
1,0.47342133428469496,0.39365173539009196,0.42986718496922577,6742.0
2,0.13934426229508196,0.005706612957368244,0.010964205095130602,5958.0
3,0.2376237623762376,0.00391453270265862,0.007702182284980745,6131.0
4,0.2955759214083207,0.7673741869222869,0.4267694797467752,5842.0
5,0.04335812964930925,0.03763143331488655,0.040292316808216475,5421.0
6,0.40980392156862744,0.03531598513011153,0.06502800248911014,5918.0
7,0.8095490716180371,0.2435754189944134,0.37447852760736194,6265.0
8,0.18919800043468812,0.8926679200136729,0.31222165765011806,5851.0
9,0.3,0.012102874432677761,0.0232670867668444,5949.0
accuracy,0.2763,0.2763,0.2763,0.2763
macro avg,0.34438601759927207,0.27547635936619835,0.212653749401113,60000.0
weighted avg,0.35105509605124724,0.2763,0.21667675055080854,60000.0
