,precision,recall,f1-score,support
0,0.5686429773334654,0.9699476616579437,0.7169599400973419,5923.0
1,0.5791142026943735,0.9755265499851676,0.7267804851096745,6742.0
2,0.9642058165548099,0.4340382678751259,0.5986111111111111,5958.0
3,0.5809427382157722,0.8422769531887131,0.6876165113182423,6131.0
4,0.7705681465383422,0.8497090037658336,0.8082057961576034,5842.0
5,0.0,0.0,0.0,5421.0
6,0.8928571428571429,0.7941872254139912,0.8406367376140226,5918.0
7,0.6066458086093429,0.8975259377494015,0.7239603450495687,6265.0
8,0.7712101910828025,0.5173474619723124,0.6192716857610474,5851.0
9,0.8951184146930884,0.3113128256849891,0.4619605886754802,5949.0
accuracy,0.6706333333333333,0.6706333333333333,0.6706333333333333,0.6706333333333333
macro avg,0.662930543857914,0.6591871887293478,0.6184003200894093,60000.0
weighted avg,0.66670987406373,0.6706333333333333,0.6255401633034082,60000.0
