,precision,recall,f1-score,support
0,0.48766523532878675,0.9778828296471382,0.6507865168539326,5923.0
1,0.5474757606151789,0.9715218036191041,0.700310060943013,6742.0
2,0.9659546061415221,0.24286673380328969,0.38814377682403434,5958.0
3,0.6324494618009976,0.785842440058718,0.7008509709797076,6131.0
4,0.5747720030765849,0.8954125299554947,0.7001271498360436,5842.0
5,0.0,0.0,0.0,5421.0
6,0.9745331069609507,0.48496113551875636,0.6476362405506036,5918.0
7,0.6103029640161872,0.8906624102154829,0.7242990654205608,6265.0
8,0.6606293450420783,0.617159459921381,0.6381549880710435,5851.0
9,0.9407216494845361,0.06135484955454698,0.11519646520435538,5949.0
accuracy,0.6044,0.6044,0.6044,0.6044
macro avg,0.6394504132466824,0.5927664192293912,0.5265505234683295,60000.0
weighted avg,0.6437096064961246,0.6044,0.534421887134711,60000.0
