,precision,recall,f1-score,support
0,0.8325971731448764,0.9547526591254432,0.8895005898545025,5923.0
1,0.8397055024541462,0.9642539305843963,0.8976801988400994,6742.0
2,0.8586163969411347,0.8103390399462908,0.8337794663673259,5958.0
3,0.7280895769975118,0.8590768227042896,0.788178077066966,6131.0
4,0.8467069782644223,0.8868538171858953,0.8663155254577377,5842.0
5,0.9629480467176802,0.44106253458771444,0.6050101214574899,5421.0
6,0.8404159132007233,0.9423791821561338,0.8884817588019754,5918.0
7,0.8354299245227171,0.9010375099760575,0.8669943173091692,6265.0
8,0.8312401883830455,0.7239788070415314,0.7739106604549191,5851.0
9,0.8416092787241755,0.7806354009077155,0.8099764541728437,5949.0
accuracy,0.8320833333333333,0.8320833333333333,0.8320833333333333,0.8320833333333333
macro avg,0.8417358979350433,0.8264369704215468,0.8219827169783029,60000.0
weighted avg,0.8402799094120552,0.8320833333333333,0.8249646760045906,60000.0
