,precision,recall,f1-score,support
0,0.8119338605319913,0.9534019922336654,0.8769995340891443,5923.0
1,0.8217484546486691,0.9661821417976861,0.888131433635558,6742.0
2,0.8643882930376295,0.798086606243706,0.8299153503796143,5958.0
3,0.6935187614799265,0.8621758277605611,0.7687050098160402,6131.0
4,0.8420363398264855,0.8805203697363917,0.8608484645636348,5842.0
5,0.9753668763102725,0.34329459509315624,0.5078455450948287,5421.0
6,0.8304730637218326,0.9403514700912471,0.8820033283144466,5918.0
7,0.8205128205128205,0.9040702314445331,0.8602673147023087,6265.0
8,0.8297657512116317,0.7022731157067168,0.7607146163102841,5851.0
9,0.83364072298045,0.7597915616069928,0.7950048368657109,5949.0
accuracy,0.81775,0.81775,0.81775,0.81775
macro avg,0.8323384944261709,0.8110147911714656,0.803043543377157,60000.0
weighted avg,0.8304580321739473,0.81775,0.806860321446418,60000.0
