,precision,recall,f1-score,support
0,0.7830739299610895,0.9513759918959986,0.8590593795258785,5923.0
1,0.7957067935114038,0.9676653811925244,0.8733016531691319,6742.0
2,0.8666542334949646,0.7799597180261832,0.8210247349823322,5958.0
3,0.6542980828695114,0.8628282498776708,0.7442318514350028,6131.0
4,0.8501002673796791,0.8707634371790482,0.8603077963808557,5842.0
5,0.9874476987447699,0.21767201623316731,0.3567110036275696,5421.0
6,0.8171916396820724,0.938154782020953,0.8735053492762743,5918.0
7,0.7995489145756978,0.9053471667996807,0.8491653566883749,6265.0
8,0.8278653600340861,0.6641599726542471,0.7370317686107158,5851.0
9,0.8193440800444691,0.7433182047402925,0.7794817556848229,5949.0
accuracy,0.79825,0.79825,0.79825,0.79825
macro avg,0.8201231000297744,0.7901244920619765,0.7753820649380958,60000.0
weighted avg,0.8176750253729352,0.79825,0.7804857209878799,60000.0
