,precision,recall,f1-score,support
0,0.6288752433727722,0.7089312848218808,0.6665079365079366,5923.0
1,0.6006561288398449,0.8961732423613171,0.7192429022082019,6742.0
2,0.8766859344894027,0.15273581738838538,0.26014865637507145,5958.0
3,0.3531653746770026,0.8916979285597781,0.5059460459950952,6131.0
4,0.8476190476190476,0.1218760698390962,0.21310984735109248,5842.0
5,0.05,0.002213613724405091,0.004239533651298357,5421.0
6,0.5156752411575563,0.8671848597499155,0.6467548834278514,5918.0
7,0.7822637106184364,0.5350359138068636,0.6354502369668246,6265.0
8,0.4083820662768031,0.07161169030934883,0.12185546022975134,5851.0
9,0.3841199653945977,0.6717095310136157,0.488747553816047,5949.0
accuracy,0.5040166666666667,0.5040166666666667,0.5040166666666667,0.5040166666666667
macro avg,0.5447442712445463,0.4919169951574607,0.42620030565291706,60000.0
weighted avg,0.5502177540211861,0.5040166666666667,0.4357646654605116,60000.0
