,precision,recall,f1-score,support
0,0.5975269729664202,0.8321796386966065,0.6955969517358171,5923.0
1,0.5421418159993141,0.9378522693562741,0.6870958978538442,6742.0
2,0.8840892728581713,0.20610943269553542,0.3342861031713624,5958.0
3,0.3359917204431998,0.9001794160822052,0.48933812120406084,6131.0
4,0.882664647993944,0.19958918178705923,0.325561915398576,5842.0
5,0.12,0.008301051466519093,0.015527950310559006,5421.0
6,0.6701166180758017,0.7767826968570463,0.7195179214274534,5918.0
7,0.740766309975837,0.6850758180367119,0.7118334853636288,6265.0
8,0.5793269230769231,0.08237908049906,0.14424659584019156,5851.0
9,0.46692991115498517,0.5565641284249454,0.5078220858895706,5949.0
accuracy,0.5315333333333333,0.5315333333333333,0.5315333333333333,0.5315333333333333
macro avg,0.5819554192544597,0.5185012713901963,0.4630827028195064,60000.0
weighted avg,0.5850457888301608,0.5315333333333333,0.4718850651113297,60000.0
