,precision,recall,f1-score,support
0,0.8341907981772747,0.9581293263548877,0.8918749017758918,5923.0
1,0.8619407938404354,0.9630673390685257,0.9097022767075307,6742.0
2,0.8574938574938575,0.8200738502853306,0.8383665065202471,5958.0
3,0.7493941553813257,0.8574457674115152,0.7997870074547391,6131.0
4,0.8480519480519481,0.8942143101677508,0.8705215797367105,5842.0
5,0.9500542888165038,0.48422800221361373,0.6414956011730205,5421.0
6,0.8486182812025509,0.9444068942210206,0.8939539347408829,5918.0
7,0.8422308380554727,0.9015163607342378,0.8708657775036621,6265.0
8,0.8331077161090699,0.7362843958297727,0.7817093086554164,5851.0
9,0.8485175202156334,0.7937468482097831,0.8202188639916623,5949.0
accuracy,0.84045,0.84045,0.84045,0.84045
macro avg,0.8473600197344073,0.8353113094496438,0.8318495758259763,60000.0
weighted avg,0.8463534640458747,0.84045,0.8346176828800075,60000.0
