,precision,recall,f1-score,support
0,0.8205499276410999,0.9572851595475266,0.8836593158263851,5923.0
1,0.8485639686684073,0.9641056066449125,0.9026524093875852,6742.0
2,0.8554322944180314,0.8153742866733803,0.8349230901435079,5958.0
3,0.7259463179628355,0.8602185614092318,0.7873992236488504,6131.0
4,0.8501644736842106,0.8847997261211914,0.8671363865123302,5842.0
5,0.9657860545690775,0.4113632171186128,0.5769728331177232,5421.0
6,0.8399218397715317,0.9442379182156134,0.889030307851404,5918.0
7,0.8299369593901188,0.9035913806863528,0.8651994497936727,6265.0
8,0.8339236521054703,0.7243206289523159,0.7752675386444708,5851.0
9,0.8410034289839379,0.7833249285594217,0.8111401218450827,5949.0
accuracy,0.8308,0.8308,0.8308,0.8308
macro avg,0.841122891719472,0.8248621413928559,0.8193380676771012,60000.0
weighted avg,0.8397232371112852,0.8308,0.822641874160338,60000.0
