,precision,recall,f1-score,support
0,0.8557243869414773,0.9603241600540267,0.9050119331742245,5923.0
1,0.8786236792197236,0.9620290714921388,0.9184367034834323,6742.0
2,0.8592824799721351,0.828130245048674,0.8434188034188034,5958.0
3,0.7844866238230459,0.8561409231772957,0.8187490251130869,6131.0
4,0.8492617231867597,0.8959260527216707,0.8719700124947939,5842.0
5,0.9294532627865961,0.5832872163807415,0.7167630057803468,5421.0
6,0.8626119172584131,0.9442379182156134,0.9015811552113585,5918.0
7,0.8552991193440632,0.8991221069433359,0.8766632946852384,6265.0
8,0.8356683074592958,0.7544009571013502,0.7929578729902094,5851.0
9,0.8544517504887151,0.8082030593377039,0.8306841741534208,5949.0
accuracy,0.8532666666666666,0.8532666666666666,0.8532666666666666,0.8532666666666666
macro avg,0.8564863250480224,0.8491801710472551,0.8476235980504914,60000.0
weighted avg,0.8559566176589593,0.8532666666666666,0.8497689331798648,60000.0
