,precision,recall,f1-score,support
0,0.7202244325427187,0.9535708255951376,0.8206320377769706,5923.0
1,0.733355600089067,0.9770097893800059,0.8378275248028492,6742.0
2,0.8968288444830582,0.6930177912051024,0.7818594963075176,5958.0
3,0.5829069134458356,0.8732670037514272,0.6991381561765474,6131.0
4,0.8873994638069705,0.7932214994864772,0.8376717281272597,5842.0
5,0.9919137466307277,0.06788415421508946,0.1270718232044199,5421.0
6,0.7945185822930119,0.9356201419398446,0.8593155893536121,5918.0
7,0.758629881380781,0.9085395051875499,0.8268448576409064,6265.0
8,0.8534103410341034,0.5303366945821227,0.6541583219141985,5851.0
9,0.751846640872318,0.7186081694402421,0.7348517404383327,5949.0
accuracy,0.75545,0.75545,0.75545,0.75545
macro avg,0.7971034446578592,0.7451075574782999,0.7179371275742614,60000.0
weighted avg,0.7934908358060598,0.75545,0.7250205378684265,60000.0
