,precision,recall,f1-score,support
0,0.8014737140427944,0.9549214924869154,0.8714946070878274,5923.0
1,0.8201005025125628,0.9682586769504598,0.8880424432050061,6742.0
2,0.8608191373686118,0.7972473984558577,0.8278145695364238,5958.0
3,0.6806181584030908,0.8620127222312837,0.7606505469199769,6131.0
4,0.8566616136095672,0.8705922629236563,0.8635707615247474,5842.0
5,0.9776570048309179,0.29865338498432026,0.4575385050162499,5421.0
6,0.8262285375962107,0.94322406218317,0.880858450370838,5918.0
7,0.8051470588235294,0.9088587390263367,0.8538651870735547,6265.0
8,0.8348547717842324,0.6877456844983764,0.7541936088464062,5851.0
9,0.8267081883128778,0.7586148932593714,0.7911991584852736,5949.0
accuracy,0.8122833333333334,0.8122833333333334,0.8122833333333334,0.8122833333333334
macro avg,0.8290268687284394,0.8050129316999748,0.7949227838066304,60000.0
weighted avg,0.8269843601121475,0.8122833333333334,0.7992004224725677,60000.0
