,precision,recall,f1-score,support
0,0.845512725107903,0.9591423265237211,0.8987501977535199,5923.0
1,0.8667378822272667,0.962770691189558,0.9122338556672054,6742.0
2,0.8583962098613792,0.8210808996307486,0.8393240113236683,5958.0
3,0.7673130193905817,0.85842440058718,0.8103156274056967,6131.0
4,0.8469901022229434,0.8935296131461828,0.8696376509787589,5842.0
5,0.9449934123847167,0.5292381479431839,0.6784911907295731,5421.0
6,0.8517220359646449,0.9444068942210206,0.8956730769230768,5918.0
7,0.8453022142429683,0.9018355945730248,0.8726542590161402,6265.0
8,0.835700575815739,0.7441462997778158,0.787270590362535,5851.0
9,0.8508693314214016,0.797949235165574,0.823560027758501,5949.0
accuracy,0.8459333333333333,0.8459333333333333,0.8459333333333333,0.8459333333333333
macro avg,0.8513537508639544,0.841252410275801,0.8387910487918676,60000.0
weighted avg,0.8504829996924476,0.8459333333333333,0.8412381763428245,60000.0
