,precision,recall,f1-score,support
0,0.5356406142562457,0.7891271315211886,0.6381322957198443,5923.0
1,0.5773091351515766,0.8445565114209433,0.685817524841915,6742.0
2,0.4017857142857143,0.0075528700906344415,0.014827018121911038,5958.0
3,0.8201892744479495,0.12722231283640514,0.22027675797797233,6131.0
4,0.4429347826086957,0.8370421088668264,0.5793152470086482,5842.0
5,0.08644067796610169,0.028223574986164915,0.0425531914893617,5421.0
6,0.753464930701386,0.6062859074011491,0.6719101123595506,5918.0
7,0.7485925063094545,0.6154828411811653,0.6755430974071479,6265.0
8,0.2848966242261418,0.8337036404033499,0.4246724415618335,5851.0
9,0.7216699801192843,0.06101865859808371,0.1125232486050837,5949.0
accuracy,0.48201666666666665,0.48201666666666665,0.48201666666666665,0.48201666666666665
macro avg,0.537292424007255,0.47502155573059107,0.4065570935093268,60000.0
weighted avg,0.5442089927006148,0.48201666666666665,0.4136689475497335,60000.0
