,precision,recall,f1-score,support
0,0.8330882352941177,0.9564409927401655,0.8905132437318243,5923.0
1,0.8557312252964426,0.9633639869474934,0.9063633826402456,6742.0
2,0.8626609442060086,0.8096676737160121,0.8353246753246754,5958.0
3,0.7434696195343555,0.8541836568259664,0.7949905123339659,6131.0
4,0.8373465157072237,0.8988360150633344,0.8670023941220176,5842.0
5,0.9596122778675282,0.43829551743220807,0.6017474990502722,5421.0
6,0.8435940099833611,0.9423791821561338,0.8902546093064091,5918.0
7,0.8387479602432873,0.9024740622505986,0.8694448715977241,6265.0
8,0.8107706592386258,0.7461972312425227,0.7771448914204343,5851.0
9,0.852823315118397,0.7870230290805177,0.8186030247399249,5949.0
accuracy,0.83545,0.83545,0.83545,0.83545
macro avg,0.8437844762489348,0.8298861347454952,0.8251389104267494,60000.0
weighted avg,0.8426652422578659,0.83545,0.8282634557702381,60000.0
