,precision,recall,f1-score,support
0,0.8380375350967932,0.9574539929089988,0.8937746256895193,5923.0
1,0.8585978835978836,0.962770691189558,0.9077052160536988,6742.0
2,0.8632875245404248,0.8118496139644176,0.8367788253611279,5958.0
3,0.7533103051237766,0.8536943402381341,0.8003670005352091,6131.0
4,0.8393741018681143,0.8998630605956864,0.8685667079719125,5842.0
5,0.9544444444444444,0.47537354731599335,0.6346509050609531,5421.0
6,0.8485631746997111,0.9430550861777628,0.8933173269307723,5918.0
7,0.8412745681953544,0.9018355945730248,0.8705030429088668,6265.0
8,0.8158334881992195,0.7502990941719364,0.7816951566951567,5851.0
9,0.856517775752051,0.789712556732224,0.8217596641595242,5949.0
accuracy,0.8397666666666667,0.8397666666666667,0.8397666666666667,0.8397666666666667
macro avg,0.8469240801517772,0.8345907577867736,0.8309118471366741,60000.0
weighted avg,0.8458881777497864,0.8397666666666667,0.8337243894865349,60000.0
