,precision,recall,f1-score,support
0,0.8463029218843172,0.9584669930778322,0.8988995328952577,5923.0
1,0.8633160483978194,0.9630673390685257,0.9104676435532497,6742.0
2,0.860600706713781,0.8175562269217859,0.8385264245136856,5958.0
3,0.7679776929850308,0.8535312347088566,0.8084974893781383,6131.0
4,0.841091492776886,0.8969530982540226,0.8681245858184228,5842.0
5,0.9463200540175557,0.5170632724589559,0.6687343433138495,5421.0
6,0.85151838852434,0.9428861101723556,0.8948761125811884,5918.0
7,0.8457622042527703,0.9015163607342378,0.8727497488990188,6265.0
8,0.8199739631764925,0.753546402324389,0.7853580334877093,5851.0
9,0.8590140076405312,0.7937468482097831,0.8250917351039665,5949.0
accuracy,0.8446,0.8446,0.8446,0.8446
macro avg,0.8501877480369524,0.8398333885930744,0.8371325649544487,60000.0
weighted avg,0.8493107464578734,0.8446,0.8396573438906338,60000.0
