,precision,recall,f1-score,support
0,0.8588734100545125,0.957622826270471,0.9055639817993134,5923.0
1,0.8663194444444444,0.9621773954316226,0.9117357695010541,6742.0
2,0.8601226993865031,0.8235985229942934,0.8414644602589385,5958.0
3,0.7875,0.8528788125917469,0.8188865398167724,6131.0
4,0.8463664444805723,0.891133173570695,0.8681731009755691,5842.0
5,0.9226104533641352,0.5893746541228556,0.7192705988293563,5421.0
6,0.858928847044297,0.9403514700912471,0.8977978543195935,5918.0
7,0.8579954093343535,0.8949720670391061,0.87609375,6265.0
8,0.8298637395912187,0.7494445393949752,0.7876066457117198,5851.0
9,0.8474606264377986,0.8050092452513027,0.8256896551724138,5949.0
accuracy,0.8507,0.8507,0.8507,0.8507
macro avg,0.8536041074137835,0.8466562706758316,0.8452282356384732,60000.0
weighted avg,0.8530351440799857,0.8507,0.8472976518743225,60000.0
