,precision,recall,f1-score,support
0,0.8622836319465533,0.9588046598007767,0.9079862499000719,5923.0
1,0.8711236407571487,0.9624740433105903,0.9145232894087801,6742.0
2,0.8609943977591037,0.8254447801275596,0.8428449014567267,5958.0
3,0.7907645722937169,0.8519001794160822,0.8201947236180903,6131.0
4,0.8451413714657133,0.890277302293735,0.8671223741247083,5842.0
5,0.9184357541899442,0.606530160486995,0.7305854905010555,5421.0
6,0.8620956508280452,0.9411963501182832,0.8999111398335892,5918.0
7,0.8652241112828439,0.893535514764565,0.8791519434628976,6265.0
8,0.8310124200225819,0.7547427790121347,0.7910434393193014,5851.0
9,0.8495325454224731,0.8095478231635569,0.8290583577207782,5949.0
accuracy,0.8533,0.8533,0.8533,0.8533
macro avg,0.8556608095968125,0.849445359249428,0.8482421909345998,60000.0
weighted avg,0.8552198961534972,0.8533,0.8502376597874157,60000.0
