,precision,recall,f1-score,support
0,0.8570350241545893,0.9584669930778322,0.9049175101617916,5923.0
1,0.8653692348707012,0.9629190151290419,0.911541701769166,6742.0
2,0.8622997006515232,0.8219201074185969,0.8416258485864054,5958.0
3,0.7753440876128459,0.8545098678845213,0.8130043451272502,6131.0
4,0.8420627222761073,0.8916466963368709,0.8661456601263718,5842.0
5,0.9240806642941874,0.5748016971038554,0.708745593085409,5421.0
6,0.8585283251231527,0.9423791821561338,0.8985016916384726,5918.0
7,0.8560305343511451,0.8949720670391061,0.8750682793601249,6265.0
8,0.8291706387035271,0.7432917450008546,0.7838860850757029,5851.0
9,0.8511361603149042,0.7996301899478904,0.8245796498526607,5949.0
accuracy,0.8486666666666667,0.8486666666666667,0.8486666666666667,0.8486666666666667
macro avg,0.8521057092352684,0.8444537561094704,0.8428016364783355,60000.0
weighted avg,0.8514869017072381,0.8486666666666667,0.8449681236750388,60000.0
