,precision,recall,f1-score,support
0,0.8617182756527019,0.9584669930778322,0.9075213811845575,5923.0
1,0.871591672263264,0.9624740433105903,0.9147811376612391,6742.0
2,0.8620144137809809,0.8230949983215844,0.8421052631578948,5958.0
3,0.790388393531812,0.8530419181210243,0.8205208660181988,6131.0
4,0.847479674796748,0.8921602191030469,0.8692461641094062,5842.0
5,0.919831223628692,0.6032097399003874,0.7286096256684492,5421.0
6,0.8603645350633302,0.9411963501182832,0.8989670755326016,5918.0
7,0.857646337726019,0.8933758978451716,0.8751465874442967,6265.0
8,0.8295069627399323,0.7533754913689967,0.7896103896103895,5851.0
9,0.8509393831974477,0.8070263909900823,0.828401345871797,5949.0
accuracy,0.8526333333333334,0.8526333333333334,0.8526333333333334,0.8526333333333334
macro avg,0.8551480872380928,0.8487422042156998,0.8474909836258832,60000.0
weighted avg,0.8546639682764249,0.8526333333333334,0.8494926591556418,60000.0
