,precision,recall,f1-score,support
0,0.8442120985810306,0.9542461590410265,0.8958630527817404,5923.0
1,0.8508461235733963,0.9620290714921388,0.9030281935259311,6742.0
2,0.8569160197600565,0.8152064451158106,0.8355410287287116,5958.0
3,0.7516152189519024,0.8538574457674115,0.7994807574832009,6131.0
4,0.8378728923476005,0.8846285518657994,0.860616153205662,5842.0
5,0.9408918078119599,0.5021213798192216,0.6547991339908589,5421.0
6,0.8456161677556603,0.9403514700912471,0.8904712376990159,5918.0
7,0.8421289355322339,0.8965682362330407,0.8684963277928102,6265.0
8,0.8284945202845606,0.7364553067851649,0.7797683677162505,5851.0
9,0.8404985549132948,0.7821482602118003,0.8102742707879844,5949.0
accuracy,0.8377333333333333,0.8377333333333333,0.8377333333333333,0.8377333333333333
macro avg,0.8439092339511696,0.8327612326422662,0.8298338523712164,60000.0
weighted avg,0.8428950151441122,0.8377333333333333,0.8324208870469234,60000.0
