,precision,recall,f1-score,support
0,0.8613426276708592,0.9596488266081378,0.9078421977319917,5923.0
1,0.8701542588866532,0.9621773954316226,0.9138550397971401,6742.0
2,0.8596706377014717,0.8235985229942934,0.841248071318361,5958.0
3,0.7931400819547731,0.8523894960039146,0.8216981132075473,6131.0
4,0.8449725185903654,0.8947278329339268,0.8691386764216827,5842.0
5,0.9180100055586436,0.6092971776425014,0.7324537088369,5421.0
6,0.8632280049566295,0.9417032781345049,0.9007596573460483,5918.0
7,0.8622496147919877,0.8932162809257781,0.8774598196785574,6265.0
8,0.830338566294685,0.7502990941719364,0.7882923325552164,5851.0
9,0.8515625,0.8061859135989242,0.8282531733010966,5949.0
accuracy,0.85315,0.85315,0.85315,0.85315
macro avg,0.8554668816406068,0.849324381844554,0.8481000790194541,60000.0
weighted avg,0.8550111171105343,0.85315,0.8500674141323058,60000.0
