,precision,recall,f1-score,support
0,0.861068934102642,0.9574539929089988,0.9067071708369974,5923.0
1,0.8700776855076346,0.9635123108869772,0.9144144144144145,6742.0
2,0.8625900544719733,0.8239342061094327,0.8428191261052451,5958.0
3,0.7857571214392803,0.8548360789430761,0.8188422779470353,6131.0
4,0.847152360863216,0.8937007874015748,0.8698042482299042,5842.0
5,0.9190191046478472,0.5945397528131341,0.7219982078853047,5421.0
6,0.860052461039963,0.9418722541399122,0.8991047665134285,5918.0
7,0.8576234898302493,0.8951316839584996,0.8759762574195565,6265.0
8,0.8328590400303548,0.7502990941719364,0.7894263621650783,5851.0
9,0.8517596871667259,0.8055135316859976,0.8279913606911447,5949.0
accuracy,0.8520833333333333,0.8520833333333333,0.8520833333333333,0.8520833333333333
macro avg,0.8547959939099886,0.8480793693019539,0.8467084192208109,60000.0
weighted avg,0.8542834736220505,0.8520833333333333,0.8487690521353776,60000.0
