,precision,recall,f1-score,support
0,0.8614613398146742,0.9574539929089988,0.9069246761554454,5923.0
1,0.8677177979690005,0.9632156630080095,0.9129762406860678,6742.0
2,0.8627554615926709,0.8219201074185969,0.8418428743338492,5958.0
3,0.7877784467188441,0.8536943402381341,0.8194129158512721,6131.0
4,0.8411622276029056,0.891989044847655,0.8658303564010966,5842.0
5,0.9212464589235128,0.5998893193137798,0.7266227237180204,5421.0
6,0.8590376310919186,0.9411963501182832,0.8982422189969359,5918.0
7,0.8614485622020606,0.8941739824421389,0.8775062656641605,6265.0
8,0.8330487573515462,0.7504700051273286,0.789606185937781,5851.0
9,0.8511545293072824,0.8055135316859976,0.8277053286121427,5949.0
accuracy,0.8519,0.8519,0.8519,0.8519
macro avg,0.8546811212574414,0.8479516337108922,0.8466669786356771,60000.0
weighted avg,0.8541558151870504,0.8519,0.8486850471925902,60000.0
