,precision,recall,f1-score,support
0,0.85889477668433,0.9577916596319432,0.9056513409961686,5923.0
1,0.8675133689839573,0.9624740433105903,0.9125298832794263,6742.0
2,0.862924511701566,0.8230949983215844,0.8425393007473585,5958.0
3,0.7839580209895053,0.8528788125917469,0.8169674244199673,6131.0
4,0.844505762051615,0.890619650804519,0.8669499291843705,5842.0
5,0.920777713290772,0.5853163622947796,0.7156873801736776,5421.0
6,0.8588362068965517,0.9427171341669482,0.898823908490414,5918.0
7,0.8562490462383641,0.89561053471668,0.8754875955687313,6265.0
8,0.8317544524441076,0.7502990941719364,0.7889298229849941,5851.0
9,0.8468372423596304,0.8011430492519751,0.8233566554375054,5949.0
accuracy,0.8502833333333333,0.8502833333333333,0.8502833333333333,0.8502833333333333
macro avg,0.85322511016404,0.8461945339262703,0.8446923241282613,60000.0
weighted avg,0.852672023536593,0.8502833333333333,0.8467989231190947,60000.0
