,precision,recall,f1-score,support
0,0.861995753715499,0.9596488266081378,0.9082048414156747,5923.0
1,0.8708204646166241,0.961880747552655,0.9140883783212346,6742.0
2,0.8631967645507297,0.8239342061094327,0.8431086303134393,5958.0
3,0.7906099033816425,0.8541836568259664,0.8211681693453547,6131.0
4,0.8505146217938245,0.891133173570695,0.8703502465936638,5842.0
5,0.9175257731958762,0.6074524995388305,0.7309655937846836,5421.0
6,0.8616002471424158,0.942548158161541,0.9002582311168495,5918.0
7,0.8608935974205435,0.8949720670391061,0.8776021286586321,6265.0
8,0.8329233680227057,0.7523500256366433,0.7905890804597702,5851.0
9,0.8519237557359689,0.8113968734241049,0.8311665949203615,5949.0
accuracy,0.8538,0.8538,0.8538,0.8538
macro avg,0.856200424957583,0.8499500234467112,0.8487501894929664,60000.0
weighted avg,0.8557236566524216,0.8538,0.8507217890544132,60000.0
