,precision,recall,f1-score,support
0,0.856797583081571,0.957622826270471,0.9044088336123735,5923.0
1,0.8653769179452969,0.9620290714921388,0.9111470113085622,6742.0
2,0.8575688475706017,0.8205773749580396,0.8386654086971439,5958.0
3,0.7843196155001502,0.8517370738868048,0.81663929939792,6131.0
4,0.8419777023751818,0.891989044847655,0.8662621560967501,5842.0
5,0.9219941348973607,0.5799667957941339,0.7120371418865362,5421.0
6,0.856418918918919,0.9423791821561338,0.8973451327433627,5918.0
7,0.8568369531966963,0.8941739824421389,0.8751073967038975,6265.0
8,0.8308599695585996,0.7463681421979149,0.7863509498514449,5851.0
9,0.8470023127557375,0.800302571860817,0.8229904926534141,5949.0
accuracy,0.84885,0.84885,0.84885,0.84885
macro avg,0.8519152955800114,0.8447146065906248,0.8430953822951406,60000.0
weighted avg,0.8513459179800252,0.84885,0.8452325627956645,60000.0
