,precision,recall,f1-score,support
0,0.8555891238670695,0.9562721593786933,0.9031332217172926,5923.0
1,0.8642600239776209,0.9623257193711064,0.9106603972208576,6742.0
2,0.8603833304026728,0.8212487411883183,0.8403606698153714,5958.0
3,0.7703180212014135,0.8533681291795792,0.8097191054708658,6131.0
4,0.8426929923935912,0.8913043478260869,0.866317278096664,5842.0
5,0.9278948976474183,0.5602287400848552,0.6986427421210031,5421.0
6,0.856418918918919,0.9423791821561338,0.8973451327433627,5918.0
7,0.8510606060606061,0.8965682362330407,0.8732219199378157,6265.0
8,0.8289998102106662,0.7465390531533072,0.7856115107913668,5851.0
9,0.848948030929689,0.7935787527315515,0.8203301476976543,5949.0
accuracy,0.8467333333333333,0.8467333333333333,0.8467333333333333,0.8467333333333333
macro avg,0.8506565755609665,0.8423813061302672,0.8405342125612254,60000.0
weighted avg,0.8499610236538662,0.8467333333333333,0.8427755973775725,60000.0
