,precision,recall,f1-score,support
0,0.8230152949745084,0.9539084923180821,0.8836409133562716,5923.0
1,0.8365533230293664,0.9633639869474934,0.8954915207500345,6742.0
2,0.8612354521038496,0.8073178919100369,0.8334055271593173,5958.0
3,0.7243280496209511,0.8571195563529603,0.785148662782011,6131.0
4,0.845197185403371,0.8841150290996234,0.8642181879026186,5842.0
5,0.9630742808072134,0.41376129865338496,0.5788387096774193,5421.0
6,0.8388604160385891,0.9403514700912471,0.8867112810707456,5918.0
7,0.8270610631131937,0.9015163607342378,0.8626851993279364,6265.0
8,0.8203305149884704,0.7296188685694753,0.7723202170963366,5851.0
9,0.8423672566371682,0.7680282400403429,0.8034819308889475,5949.0
accuracy,0.8278166666666666,0.8278166666666666,0.8278166666666666,0.8278166666666666
macro avg,0.8382022836716683,0.8219101194716885,0.8165942150011638,60000.0
weighted avg,0.8367039330115628,0.8278166666666666,0.8198012096030208,60000.0
