,precision,recall,f1-score,support
0,0.779991697799917,0.9517136586189431,0.8573384030418251,5923.0
1,0.7968960039105463,0.9672204093740729,0.8738358458961475,6742.0
2,0.8681792612038253,0.7771064115474992,0.8201222212381544,5958.0
3,0.6560446373217607,0.8629913554069483,0.7454212454212454,6131.0
4,0.8445767195767195,0.87435809654228,0.8592094196804037,5842.0
5,0.9852534562211982,0.19719608928242022,0.3286197356286505,5421.0
6,0.8187592319054653,0.936633997972288,0.8737389659520808,5918.0
7,0.8021557225925401,0.9027932960893855,0.849504355662361,6265.0
8,0.7997210043842168,0.6858656639890617,0.7384303983807157,5851.0
9,0.8310344827586207,0.7291981845688351,0.7767929089443997,5949.0
accuracy,0.7967666666666666,0.7967666666666666,0.7967666666666666,0.7967666666666666
macro avg,0.8182612217674811,0.7885077163391734,0.7723013499845983,60000.0
weighted avg,0.8159396007848353,0.7967666666666666,0.7776910127607312,60000.0
