,precision,recall,f1-score,support
0,0.6864128451526579,0.9527266587877765,0.797935520361991,5923.0
1,0.6881990174558378,0.9765648175615544,0.8074069532160156,6742.0
2,0.9187917801435999,0.622860020140987,0.7424227268180454,5958.0
3,0.5581563956499224,0.8789756972761377,0.682756873178766,6131.0
4,0.8872384937238493,0.7259500171174256,0.7985313500282433,5842.0
5,1.0,0.006087437742114001,0.012101210121012099,5421.0
6,0.7830877092574045,0.9248056775937816,0.8480669404199271,5918.0
7,0.765934065934066,0.8900239425379091,0.823329641934293,6265.0
8,0.8111367718758019,0.5402495299948726,0.6485432909314731,5851.0
9,0.7425528073659505,0.6913767019667171,0.7160515320334262,5949.0
accuracy,0.7320666666666666,0.7320666666666666,0.7320666666666666,0.7320666666666666
macro avg,0.784150988655909,0.7209620500719274,0.6877146039043193,60000.0
weighted avg,0.7800370752569005,0.7320666666666666,0.6956850881314794,60000.0
