,precision,recall,f1-score,support
0,0.8188006952491309,0.9544149924024987,0.8814220004677632,5923.0
1,0.8311605316973415,0.964550578463364,0.8929012769463134,6742.0
2,0.859045904590459,0.8009399127223901,0.8289759402414661,5958.0
3,0.7111260957518544,0.8600554558799544,0.7785324080909494,6131.0
4,0.8449917898193761,0.8808627182471757,0.8625544753603755,5842.0
5,0.967984934086629,0.379265818114739,0.5449966865473824,5421.0
6,0.8357335733573358,0.9413653261236904,0.8854100445009536,5918.0
7,0.8258771929824561,0.9016759776536313,0.86211369706219,6265.0
8,0.8195956454121306,0.7205605879336866,0.7668940427467031,5851.0
9,0.8376241265171018,0.7656749033451,0.8000351277772898,5949.0
accuracy,0.8232333333333334,0.8232333333333334,0.8232333333333334,0.8232333333333334
macro avg,0.8351940489463816,0.8169366270886231,0.8103835699741386,60000.0
weighted avg,0.8335651788366248,0.8232333333333334,0.8138966503574144,60000.0
