,precision,recall,f1-score,support
0,0.8281615925058547,0.9552591592098598,0.8871814974519795,5923.0
1,0.8374581077597318,0.963660634826461,0.8961379310344828,6742.0
2,0.8618527145672819,0.8073178919100369,0.833694427593379,5958.0
3,0.7285992217898832,0.855162290001631,0.7868237412771065,6131.0
4,0.8455497382198953,0.8846285518657994,0.8646478166304166,5842.0
5,0.9570200573065902,0.43128574063825864,0.5946083418107834,5421.0
6,0.841778853426108,0.9403514700912471,0.8883390533961211,5918.0
7,0.8325217647926811,0.9005586592178771,0.8652047232019628,6265.0
8,0.8214285714285714,0.7311570671680054,0.7736685052898092,5851.0
9,0.8418460415906603,0.7757606320389981,0.8074534161490683,5949.0
accuracy,0.8302333333333334,0.8302333333333334,0.8302333333333334,0.8302333333333334
macro avg,0.8396216663387257,0.8245142096968175,0.819775945383511,60000.0
weighted avg,0.8382121343717808,0.8302333333333334,0.8228387161584171,60000.0
