,precision,recall,f1-score,support
0,0.8122930761479775,0.9527266587877765,0.8769230769230769,5923.0
1,0.8258441228738258,0.9649955502818155,0.8900136798905608,6742.0
2,0.8603392277156261,0.8002685464921114,0.8292173913043478,5958.0
3,0.6988319617732944,0.8587506116457347,0.7705817782656421,6131.0
4,0.8394398306464745,0.8824032865457035,0.8603855461904366,5842.0
5,0.9710678590215676,0.3405275779376499,0.5042338158972959,5421.0
6,0.829997012249776,0.9388306860425819,0.8810656517602283,5918.0
7,0.8188269370021724,0.9024740622505986,0.8586180713743355,6265.0
8,0.8148075796053916,0.7128695949410357,0.7604375569735643,5851.0
9,0.8383592433039895,0.7523953605648008,0.7930545712260808,5949.0
accuracy,0.8173333333333334,0.8173333333333334,0.8173333333333334,0.8173333333333334
macro avg,0.8309806850340096,0.8106241935489807,0.802453113980557,60000.0
weighted avg,0.8292395093782259,0.8173333333333334,0.8063302687592132,60000.0
