,precision,recall,f1-score,support
0,0.6386145311865783,0.796893466148911,0.7090280907315608,5923.0
1,0.5740231150247661,0.928211213289825,0.7093629562457493,6742.0
2,0.8530232558139534,0.15391070829137293,0.26077065263756577,5958.0
3,0.33924964808127794,0.9040939487848638,0.4933689363595906,6131.0
4,0.593939393939394,0.03355015405682985,0.06351263771872975,5842.0
5,0.0642570281124498,0.002951484965873455,0.00564373897707231,5421.0
6,0.6011704644502552,0.815816154106117,0.6922360025808302,5918.0
7,0.8071716931845168,0.542537909018356,0.6489117983963345,6265.0
8,0.5648464163822525,0.16971457870449497,0.2610067025890393,5851.0
9,0.394379246448425,0.6439737771053958,0.4891783183298219,5949.0
accuracy,0.5116833333333334,0.5116833333333334,0.5116833333333334,0.5116833333333334
macro avg,0.5430674792623869,0.49916533944720404,0.43330198345662946,60000.0
weighted avg,0.5483116189137384,0.5116833333333334,0.4426934596835607,60000.0
