,precision,recall,f1-score,support
0,0.7745839636913767,0.950869491811582,0.8537213885099287,5923.0
1,0.7914237123420796,0.96633046573717,0.8701749699479097,6742.0
2,0.8680396643783371,0.7640147700570661,0.8127120157114801,5958.0
3,0.6717399716238875,0.8494535964769205,0.7502160760587727,6131.0
4,0.8291078305519898,0.8844573776104074,0.8558886864336591,5842.0
5,0.9879101899827288,0.21103117505995203,0.34777321781425746,5421.0
6,0.820577724836212,0.9312267657992565,0.8724077885072028,5918.0
7,0.7986150367439231,0.9019952114924182,0.8471628813432276,6265.0
8,0.7956275619754051,0.6966330541787729,0.7428467286313104,5851.0
9,0.831953801732435,0.726508656917129,0.7756640344580044,5949.0
accuracy,0.7963,0.7963,0.7963,0.7963
macro avg,0.8169579457858376,0.7882520565140674,0.7728567787415753,60000.0
weighted avg,0.8146163145055557,0.7963,0.7780268499598064,60000.0
