,precision,recall,f1-score,support
0,0.5993205223484447,0.953064325510721,0.735888410898188,5923.0
1,0.64800158290463,0.9715218036191041,0.7774480712166172,6742.0
2,0.9619093539054966,0.33484390735146025,0.4967629482071713,5958.0
3,0.7094871374733738,0.7062469417713261,0.707863331698545,6131.0
4,0.6605894105894106,0.905511811023622,0.763898916967509,5842.0
5,1.0,0.00018446781036709093,0.00036886757654002215,5421.0
6,0.7402489626556017,0.9043595809395066,0.8141162153939763,5918.0
7,0.6875076471307965,0.8968874700718276,0.7783626541072171,6265.0
8,0.6212509419743782,0.704494958126816,0.6602594906295051,5851.0
9,0.879057358826145,0.33232476046394355,0.4823127592095633,5949.0
accuracy,0.68135,0.68135,0.68135,0.68135
macro avg,0.7507372917808277,0.6709440026688693,0.6217281665904831,60000.0
weighted avg,0.7472027882052251,0.68135,0.6298563577484219,60000.0
