,precision,recall,f1-score,support
0,0.8065208065208065,0.9522201587033597,0.8733353979560236,5923.0
1,0.812663919070813,0.9651438742212993,0.8823649060953285,6742.0
2,0.860613810741688,0.7907015777106412,0.8241777466759972,5958.0
3,0.7093307943416758,0.8505953351818627,0.7735667136393978,6131.0
4,0.8363725170954086,0.8793221499486478,0.8573097463284379,5842.0
5,0.9725,0.3587898911639919,0.5241881148093249,5421.0
6,0.8302084895755212,0.9352821899290301,0.8796185935637664,5918.0
7,0.816577462751338,0.9010375099760575,0.856730915161633,6265.0
8,0.813721657544957,0.7115023072978978,0.7591866508616759,5851.0
9,0.8362068965517241,0.7500420238695579,0.7907842268498007,5949.0
accuracy,0.816,0.816,0.816,0.816
macro avg,0.8294716354193932,0.8094637018002346,0.8021263011941386,60000.0
weighted avg,0.8275861616684025,0.816,0.8057377347226365,60000.0
