,precision,recall,f1-score,support
0,0.7020189431704885,0.9510383251730542,0.8077722807772281,5923.0
1,0.7264349950038859,0.9704835360427173,0.8309098990412089,6742.0
2,0.9137236311922257,0.6470292044310171,0.7575906455733517,5958.0
3,0.6411224361394237,0.8310226716685696,0.7238244068759767,6131.0
4,0.7981959944962544,0.8937007874015748,0.8432528466445934,5842.0
5,1.0,0.008854454897620365,0.01755348326933626,5421.0
6,0.7960133857122071,0.9244677255829672,0.8554452349308107,5918.0
7,0.7504291562128614,0.9071029529130088,0.8213614684202919,6265.0
8,0.7419052966498222,0.6774910271748419,0.7082365552974808,5851.0
9,0.8438418079096045,0.6276685157169272,0.7198766146134568,5949.0
accuracy,0.7541166666666667,0.7541166666666667,0.7541166666666667,0.7541166666666667
macro avg,0.7913685646486773,0.7438859201002298,0.7085823435443734,60000.0
weighted avg,0.788126327890783,0.7541166666666667,0.716569256525291,60000.0
