,precision,recall,f1-score,support
0,0.798838362374274,0.9520513253418875,0.8687413341549838,5923.0
1,0.8088070655554174,0.9644022545238802,0.8797780934984101,6742.0
2,0.8629656953153818,0.7853306478684122,0.8223198594024604,5958.0
3,0.69735435595938,0.8512477572989724,0.7666544252662505,6131.0
4,0.8344682230869002,0.8810338925025676,0.8571190674437968,5842.0
5,0.9800910125142207,0.3178380372624977,0.4800111436133166,5421.0
6,0.8293561458802341,0.9337614058803649,0.8784675304029886,5918.0
7,0.8139065204847086,0.9005586592178771,0.8550428127604759,6265.0
8,0.8073341094295693,0.7111604853871133,0.75620172648796,5851.0
9,0.8353692914865627,0.7471844007396201,0.7888198757763976,5949.0
accuracy,0.8113833333333333,0.8113833333333333,0.8113833333333333,0.8113833333333333
macro avg,0.8268490782086648,0.8044568866023193,0.795315586880704,60000.0
weighted avg,0.8248356762498101,0.8113833333333333,0.7993171440545341,60000.0
