,precision,recall,f1-score,support
0,0.7358169934640523,0.9503629917271653,0.8294408015913947,5923.0
1,0.7623773937412424,0.9684070008899437,0.8531294917026003,6742.0
2,0.8892326732673267,0.7235649546827795,0.7978900610771793,5958.0
3,0.6463171036204745,0.8443973250693199,0.7321971572024609,6131.0
4,0.8210443037974684,0.8882232112290311,0.8533135997368854,5842.0
5,0.994535519125683,0.0671462829736211,0.12579920511491274,5421.0
6,0.809755378720896,0.9285231497127407,0.8650818639798489,5918.0
7,0.7731481481481481,0.9063048683160415,0.8344477919024175,6265.0
8,0.7667370036447343,0.6831310887027858,0.7225234996384671,5851.0
9,0.8367013676260461,0.6890233652714742,0.7557153392330384,5949.0
accuracy,0.7744666666666666,0.7744666666666666,0.7744666666666666,0.7744666666666666
macro avg,0.8035665885156072,0.7649084238574904,0.7369538811179205,60000.0
weighted avg,0.8007724811038524,0.7744666666666666,0.7440854605494186,60000.0
