,precision,recall,f1-score,support
0,0.6821498054474708,0.947155157859193,0.7931010108150137,5923.0
1,0.6489477324375061,0.9741916345298132,0.7789835735041215,6742.0
2,0.8602445193929174,0.684961396441759,0.7626611848252663,5958.0
3,0.5841760195577287,0.8574457674115152,0.6949107732980833,6131.0
4,0.9475072540226853,0.6148579253680246,0.7457697498183327,5842.0
5,1.0,0.0012912746725696365,0.0025792188651436987,5421.0
6,0.7705106138841079,0.9077391010476512,0.8335143522110163,5918.0
7,0.7074589127686473,0.8932162809257781,0.7895590828924162,6265.0
8,0.8237196765498652,0.5223038796786874,0.639263675347767,5851.0
9,0.6972111553784861,0.6471675911917969,0.6712579548426466,5949.0
accuracy,0.7164833333333334,0.7164833333333334,0.7164833333333334,0.7164833333333334
macro avg,0.7721925689439415,0.7050330009126788,0.6711600576419807,60000.0
weighted avg,0.7673040200418767,0.7164833333333334,0.6789602930388786,60000.0
