,precision,recall,f1-score,support
0,0.72618254497002,0.9201418200236366,0.8117366696455169,5923.0
1,0.5905427189682966,0.9780480569563927,0.7364306455215546,6742.0
2,0.8771842236645032,0.589795233299765,0.7053392211963067,5958.0
3,0.5232071616230417,0.8770184309248084,0.6554119941491955,6131.0
4,0.9971988795518207,0.0609380349195481,0.11485723503790934,5842.0
5,0.0,0.0,0.0,5421.0
6,0.6764632316158079,0.9139912132477188,0.7774902975420439,5918.0
7,0.6054311370767067,0.8932162809257781,0.7216920299200412,6265.0
8,0.8495386799148332,0.4091608272090241,0.5523128388510785,5851.0
9,0.4969843184559711,0.5540426962514708,0.5239647086877037,5949.0
accuracy,0.6331,0.6331,0.6331,0.6331
macro avg,0.6342732895841,0.6196352593758142,0.5599235640551349,60000.0
weighted avg,0.6377641132858597,0.6331,0.5689317718321363,60000.0
