,precision,recall,f1-score,support
0,0.6787012357644778,0.9458044909674151,0.790294138393172,5923.0
1,0.6441242771733804,0.9747849302877485,0.7756860430805547,6742.0
2,0.8644829800899165,0.6777442094662638,0.759808072255151,5958.0
3,0.5772597942657036,0.8603816669385093,0.6909424323793307,6131.0
4,0.954987496526813,0.5883259157822663,0.7281008367757653,5842.0
5,1.0,0.00036893562073418186,0.0007375991148810622,5421.0
6,0.7634271099744245,0.9079080770530584,0.8294226613152207,5918.0
7,0.6951446665838817,0.893535514764565,0.7819527867020533,6265.0
8,0.8311577752553916,0.5005981883438728,0.6248533333333333,5851.0
9,0.6866618339978253,0.6369137670196672,0.6608528821836573,5949.0
accuracy,0.71025,0.71025,0.71025,0.71025
macro avg,0.7695947169631815,0.6986365696244101,0.664265078553312,60000.0
weighted avg,0.7645589668552225,0.71025,0.6721023968767879,60000.0
