,precision,recall,f1-score,support
0,0.8177918983320095,0.8691541448590241,0.842691111474873,5923.0
1,0.5488290981564524,0.9802729160486503,0.7036839863713799,6742.0
2,0.9154471544715447,0.4724739845585767,0.6232702313738514,5958.0
3,0.46230392983639734,0.8941445114989398,0.6094835732947913,6131.0
4,1.0,0.0011982197877439234,0.0023935715506924267,5842.0
5,0.0,0.0,0.0,5421.0
6,0.6474482426576793,0.9089219330855018,0.7562210037958667,5918.0
7,0.5936729222520107,0.8836392657621708,0.7101988454137267,6265.0
8,0.8078817733990148,0.364382156896257,0.5022379269729094,5851.0
9,0.490311579600062,0.5316859976466634,0.5101612903225806,5949.0
accuracy,0.6045166666666667,0.6045166666666667,0.6045166666666667,0.6045166666666667
macro avg,0.6283686598705172,0.5905873130143527,0.526034154057067,60000.0
weighted avg,0.6311557689152518,0.6045166666666667,0.5349653875767482,60000.0
