,precision,recall,f1-score,support
0,0.680428693216417,0.9432719905453317,0.7905759162303665,5923.0
1,0.6349237009851265,0.9750815781667161,0.7690687880205896,6742.0
2,0.8700489541611037,0.6562604900973481,0.7481821660926139,5958.0
3,0.5685916702447402,0.863969988582613,0.6858289635527934,6131.0
4,0.9705464868701207,0.46816158849709005,0.6316397228637414,5842.0
5,1.0,0.00018446781036709093,0.0003688675765400221,5421.0
6,0.7461506450270495,0.9089219330855018,0.8195322617505905,5918.0
7,0.6719012227283625,0.8946528332003192,0.7674402683644828,6265.0
8,0.8301013024602026,0.49017262006494616,0.6163765312701484,5851.0
9,0.6343103448275862,0.6184232644141873,0.626266065197038,5949.0
accuracy,0.6939166666666666,0.6939166666666666,0.6939166666666666,0.6939166666666666
macro avg,0.7607003020520708,0.6819100754464421,0.6455279550918904,60000.0
weighted avg,0.7554528359526231,0.6939166666666666,0.6535374941092325,60000.0
