,precision,recall,f1-score,support
0,0.83685188312785,0.8365693060948843,0.8367105707531239,5923.0
1,0.47611178964006035,0.9829427469593592,0.641498475388413,6742.0
2,0.9376854599406528,0.3712655253440752,0.5319225682337382,5958.0
3,0.4880646345941976,0.8670689936388843,0.6245667626152852,6131.0
4,0.9741379310344828,0.019342690859294763,0.03793219201074186,5842.0
5,0.0,0.0,0.0,5421.0
6,0.73200957611604,0.8783372761067928,0.7985252323527152,5918.0
7,0.6986046511627907,0.8391061452513966,0.7624365482233503,6265.0
8,0.6866256295467263,0.41941548453255856,0.5207427055702918,5851.0
9,0.4707319911555918,0.6799462094469658,0.5563196259111539,5949.0
accuracy,0.60295,0.60295,0.60295,0.60295
macro avg,0.6300823546318391,0.5893994378234212,0.5310654681058814,60000.0
weighted avg,0.6327201568749758,0.60295,0.5393263517502834,60000.0
