,precision,recall,f1-score,support
0,0.7035742035742035,0.9172716528786088,0.7963356540857457,5923.0
1,0.47508591065292094,0.9842776624147137,0.6408498309995171,6742.0
2,0.9402872260015117,0.41758979523329975,0.5783356578335658,5958.0
3,0.5397923875432526,0.839667264720274,0.6571355629308144,6131.0
4,0.9640044994375703,0.1466963368709346,0.25464269796464123,5842.0
5,0.0,0.0,0.0,5421.0
6,0.7695105318987725,0.858060155457925,0.8113765279220261,5918.0
7,0.6404776119402985,0.8561851556264964,0.7327868852459016,6265.0
8,0.7120743034055728,0.43240471714236883,0.5380689068481497,5851.0
9,0.5039487408731933,0.5684989073793915,0.5342812006319115,5949.0
accuracy,0.6152666666666666,0.6152666666666666,0.6152666666666666,0.6152666666666666
macro avg,0.6248755415327296,0.6020651647724012,0.5543812924462272,60000.0
weighted avg,0.6274100883152418,0.6152666666666666,0.5619811071965858,60000.0
