,precision,recall,f1-score,support
0,0.7265805574439157,0.9022454837075806,0.8049405030878144,5923.0
1,0.4726612558735583,0.9847226342331652,0.6387338849336155,6742.0
2,0.9412451361867704,0.4060087277609936,0.5673076923076923,5958.0
3,0.525744982769106,0.8460283803620943,0.6484965931112083,6131.0
4,0.963963963963964,0.09157822663471414,0.16726590589338752,5842.0
5,0.0,0.0,0.0,5421.0
6,0.7598395960196049,0.8644812436633998,0.8087898189866414,5918.0
7,0.6548596641745312,0.8528332003192338,0.7408485856905158,6265.0
8,0.722386296515062,0.41804819688942063,0.5296091804698495,5851.0
9,0.48894952251023194,0.6024541939821819,0.5397996837111229,5949.0
accuracy,0.6102166666666666,0.6102166666666666,0.6102166666666666,0.6102166666666666
macro avg,0.6256230975456745,0.5968400287552784,0.5445791848191848,60000.0
weighted avg,0.6281307795449325,0.6102166666666666,0.5524161981469228,60000.0
