,precision,recall,f1-score,support
0,0.9599109131403119,0.0727671787945298,0.13527934714375392,5923.0
1,0.4873501997336884,0.9771581133194898,0.6503455083909181,6742.0
2,0.9286754002911208,0.10708291372943941,0.19202407825432657,5958.0
3,0.3557228334298398,0.9018104713749796,0.5101965488603857,6131.0
4,1.0,0.00034234851078397807,0.0006844626967830253,5842.0
5,0.03225806451612903,0.00018446781036709093,0.00036683785766691124,5421.0
6,0.680043980208906,0.8360932747549847,0.7500378960133394,5918.0
7,0.8666454487587524,0.4346368715083799,0.5789305836079516,6265.0
8,0.3511382424011192,0.4718851478379764,0.4026542219629576,5851.0
9,0.3817564627034555,0.7372667675239536,0.5030393393737814,5949.0
accuracy,0.46678333333333333,0.46678333333333333,0.46678333333333333,0.46678333333333333
macro avg,0.6043501545183323,0.4539227555164884,0.37235588241618633,60000.0
weighted avg,0.6080289357305179,0.46678333333333333,0.3813034334442999,60000.0
