,precision,recall,f1-score,support
0,0.9666351904312245,0.5184872530812088,0.674945054945055,5923.0
1,0.47502153316106804,0.9816078315040048,0.6402244364902776,6742.0
2,0.9290240811153359,0.24605572339711312,0.3890658174097665,5958.0
3,0.41315511252076725,0.892350350676888,0.5648066897228101,6131.0
4,1.0,0.004279356384799726,0.00852224305437191,5842.0
5,0.0,0.0,0.0,5421.0
6,0.6993773687060097,0.8730990199391686,0.7766421163384939,5918.0
7,0.8159177986764193,0.74780526735834,0.7803781127675523,6265.0
8,0.5302373581011351,0.43907024440266623,0.4803664921465969,5851.0
9,0.44801906464104857,0.7584467977811397,0.5632958801498127,5949.0
accuracy,0.5597333333333333,0.5597333333333333,0.5597333333333333,0.5597333333333333
macro avg,0.6277387507353007,0.5461201844525329,0.4878246843024737,60000.0
weighted avg,0.6309413225692555,0.5597333333333333,0.4965278677923248,60000.0
