,precision,recall,f1-score,support
0,0.875556237532607,0.9633631605605267,0.9173633440514469,5923.0
1,0.9067169389750035,0.9630673390685257,0.9340430122995037,6742.0
2,0.8665973665973666,0.8395434709634105,0.8528559249786871,5958.0
3,0.840389294403893,0.8450497471864297,0.8427130774235524,6131.0
4,0.860880871119779,0.9067100308113659,0.8832013338891205,5842.0
5,0.8729874776386404,0.720162331673123,0.7892449206509654,5421.0
6,0.8896717373899119,0.9388306860425819,0.9135903971059771,5918.0
7,0.876078431372549,0.8914604948124502,0.8837025316455697,6265.0
8,0.8453378001116695,0.776277559391557,0.8093371347113328,5851.0
9,0.8626668978671753,0.836275004202387,0.8492659610788665,5949.0
accuracy,0.8706833333333334,0.8706833333333334,0.8706833333333334,0.8706833333333334
macro avg,0.8696883053008595,0.8680739824712358,0.8675317637835024,60000.0
weighted avg,0.8701355965883505,0.8706833333333334,0.8691291428393796,60000.0
